@relation LSST_TRAIN_channel_0

@attribute channel_0_0 numeric
@attribute channel_0_1 numeric
@attribute channel_0_2 numeric
@attribute channel_0_3 numeric
@attribute channel_0_4 numeric
@attribute channel_0_5 numeric
@attribute channel_0_6 numeric
@attribute channel_0_7 numeric
@attribute channel_0_8 numeric
@attribute channel_0_9 numeric
@attribute channel_0_10 numeric
@attribute channel_0_11 numeric
@attribute channel_0_12 numeric
@attribute channel_0_13 numeric
@attribute channel_0_14 numeric
@attribute channel_0_15 numeric
@attribute channel_0_16 numeric
@attribute channel_0_17 numeric
@attribute channel_0_18 numeric
@attribute channel_0_19 numeric
@attribute channel_0_20 numeric
@attribute channel_0_21 numeric
@attribute channel_0_22 numeric
@attribute channel_0_23 numeric
@attribute channel_0_24 numeric
@attribute channel_0_25 numeric
@attribute channel_0_26 numeric
@attribute channel_0_27 numeric
@attribute channel_0_28 numeric
@attribute channel_0_29 numeric
@attribute channel_0_30 numeric
@attribute channel_0_31 numeric
@attribute channel_0_32 numeric
@attribute channel_0_33 numeric
@attribute channel_0_34 numeric
@attribute channel_0_35 numeric
@attribute target {6,15,16,42,52,53,62,64,65,67,88,90,92,95}

@data
17.597,0.22974,-29.654,-59.21,-72.064,-58.355,-24.086,9.5313,19.02,-3.35,-40.648,-61.347,-43.567,4.9636,49.192,52.197,4.6215,-66.308,-116.57,-118.12,-77.84,-28.137,0.75407,2.2877,-7.7249,-10.118,0.80155,17.232,31.031,43.985,64.09,92.687,117.42,119.82,91.591,43.719,6
2.4209,1.6847,0.50692,-0.26783,-0.02287,1.2441,3.1347,5.2318,7.2639,8.8872,9.4003,7.8662,3.7614,-2.2936,-8.4056,-12.201,-12.153,-8.5675,-3.5379,0.1895,0.74145,-1.8715,-5.8312,-8.5859,-8.2939,-4.855,-0.010226,3.5335,3.5181,-0.62294,-7.3552,-13.743,-16.928,-15.618,-10.702,-4.6352,6
39.688,163.99,275.45,300.36,222.61,98.149,7.1601,-11.18,17.805,38.941,21.804,-16.65,-36.636,-17.111,26.114,57.935,55.63,25.33,-7.1793,-18.947,-6.0675,16.755,29.739,23.033,2.55,-16.451,-21.912,-13.199,1.1446,12.658,19.552,24.71,29.838,31.521,25.363,12.557,6
1.6554,10.357,17.141,15.575,8.0169,4.0639,9.8062,20.197,23.645,14.089,-2.1883,-12.01,-7.8612,4.6002,11.467,4.1017,-11.272,-18.276,-6.4092,17.281,33.903,30.892,13.633,-1.5095,-4.091,2.1453,6.5494,3.6442,-3.1041,-6.839,-4.1525,3.1383,10.246,12.948,10.159,4.4852,6
-15.139,-8.0405,-0.5869,1.1502,-4.7361,-14.039,-19.073,-14.218,-0.32998,15.316,23.727,20.284,7.9807,-4.465,-8.3294,-0.61887,13.893,25.55,25.752,12.33,-8.7681,-26.393,-30.076,-15.666,12.281,42.606,63.01,65.956,51.898,28.285,5.1877,-9.7709,-14.384,-11.454,-5.9192,-1.6813,6
-4.0113,-3.7151,-4.16,-6.6774,-11.396,-16.752,-20.167,-19.548,-14.615,-7.1375,0.07301,4.703,5.976,4.6274,2.0677,-0.50073,-2.4221,-3.4164,-3.3884,-2.5812,-1.8848,-2.7267,-6.2201,-11.986,-17.631,-19.633,-15.389,-5.1473,7.5999,17.778,21.5,18.18,10.617,3.0899,-1.2046,-1.6744,6
25.759,13.316,-2.041,-8.135,0.088177,16.278,27.77,25.809,12.119,-3.3991,-11.143,-8.7103,-0.79231,6.5224,10.864,13.593,15.892,15.95,10.523,-0.90002,-14.053,-22.574,-23.12,-18.038,-12.96,-11.601,-12.586,-11.142,-3.8857,7.7358,18.329,22.706,19.677,12.285,5.1089,1.0169,6
15.796,11.232,6.626,9.0132,16.588,20.042,13.107,-0.39493,-11.917,-18.4,-23.372,-28.024,-26.235,-13.093,3.6002,7.2118,-8.5002,-27.708,-26.432,0.57265,31.472,39.598,21.876,0.60636,-2.9105,8.7537,15.926,7.8527,-4.5496,-3.414,13.685,30.732,31.72,17.421,2.0503,-3.2375,6
-1.8772,-2.9931,0.58821,-9.3595,6.8526,-23.36,41.377,-61.389,94.351,-181.93,839.1,1749.8,1251.5,277.68,-40.613,78.874,-7.2416,28.003,5.6347,13.619,-2.9948,-1.5993,1.1511,2.5891,2.7181,5.5916,3.4231,1.9488,3.1214,2.4159,2.4925,1.3514,4.0504,-1.7233,2.5084,-2.4676,6
-16.681,-17.786,-14.516,-9.9773,-6.844,-5.0344,-2.4035,2.2718,7.342,9.3415,6.0971,-0.79996,-6.8158,-8.0295,-4.2368,1.3316,5.3767,7.585,10.3,15.285,21.132,24.173,22.074,16.429,11.662,11.101,13.815,15.041,10.004,-1.996,-16.624,-27.227,-29.29,-23.178,-13.278,-4.6506,6
16.106,14.003,9.033,4.4729,1.843,-0.11544,-3.7365,-9.5133,-14.827,-15.672,-10.052,-0.16332,8.5723,11.079,6.2062,-2.3114,-8.2573,-7.1303,0.70468,10.119,14.662,11.1,1.8294,-6.7261,-8.7628,-3.3393,5.1073,10.442,9.7359,5.3402,2.4695,4.4647,9.949,14.125,13.065,7.0269,6
