@relation LSST_TRAIN_channel_4

@attribute channel_4_0 numeric
@attribute channel_4_1 numeric
@attribute channel_4_2 numeric
@attribute channel_4_3 numeric
@attribute channel_4_4 numeric
@attribute channel_4_5 numeric
@attribute channel_4_6 numeric
@attribute channel_4_7 numeric
@attribute channel_4_8 numeric
@attribute channel_4_9 numeric
@attribute channel_4_10 numeric
@attribute channel_4_11 numeric
@attribute channel_4_12 numeric
@attribute channel_4_13 numeric
@attribute channel_4_14 numeric
@attribute channel_4_15 numeric
@attribute channel_4_16 numeric
@attribute channel_4_17 numeric
@attribute channel_4_18 numeric
@attribute channel_4_19 numeric
@attribute channel_4_20 numeric
@attribute channel_4_21 numeric
@attribute channel_4_22 numeric
@attribute channel_4_23 numeric
@attribute channel_4_24 numeric
@attribute channel_4_25 numeric
@attribute channel_4_26 numeric
@attribute channel_4_27 numeric
@attribute channel_4_28 numeric
@attribute channel_4_29 numeric
@attribute channel_4_30 numeric
@attribute channel_4_31 numeric
@attribute channel_4_32 numeric
@attribute channel_4_33 numeric
@attribute channel_4_34 numeric
@attribute channel_4_35 numeric
@attribute target {6,15,16,42,52,53,62,64,65,67,88,90,92,95}

@data
-9.7135,2.4332,75.391,19.412,-29.105,43.188,17.627,-2.764,30.842,9.8274,19.826,-29.621,-5.1364,8.4323,-55.101,18.45,-17.451,-65.181,-51.182,18.133,14.401,6.3643,-18.177,11.678,2.9351,65.708,-91.026,55.899,-117.35,133.39,-189.59,401,-29.461,2192.2,11301,8133.1,6
1.3721,-8.2534,0.72974,8.9658,-10.328,-18.368,-0.08995,4.4101,-1.0513,-0.056259,1.8596,39.413,100.04,89.947,29.603,21.868,37.287,9.8615,-16.173,-8.5961,-2.1814,0.72578,18.301,28.65,10.853,-11.201,-8.9061,4.698,3.6399,-3.5209,2.3055,8.3062,-1.0538,-10.438,-5.526,1.1487,6
65.036,51.936,198.58,1024.4,2270.4,3718.3,5092.7,4111.6,995.59,-290.37,186.07,18.1,-106.8,103.6,1.1067,-28.798,23.287,-1.0088,13.208,-15.446,-48.46,-47.278,-43.162,-12.709,-4.4074,-12.76,6.718,16.546,12.054,17.053,15.237,21.54,30.041,17.212,10.936,10.488,6
-1.9535,2.1729,1.5274,-29.313,-23.708,15.285,5.2672,0.50359,28.771,24.763,11.028,9.2048,7.52,7.6158,1.1329,28.631,30.067,-8.0424,5.4555,21.583,6.1587,-8.7046,5.8608,7.4125,-21.577,-12.209,3.733,-7.9061,-11.33,-22.948,-24,5.1898,1.6058,-7.2289,-1.1916,-5.0553,6
-5.4659,29.217,1.2523,-4.0457,13.58,-4.7573,7.8629,0.31416,1.7464,40.275,10.45,-9.7236,11.69,-14.834,-15.356,13.359,3.5324,-12.226,-15.77,-15.197,-3.5061,0.8222,-1.2844,-8.3844,-17.873,-5.9255,-14.727,-25.233,3.4855,-4.2451,-33.65,-15.881,9.3048,-9.2216,-1.4766,20.351,6
-1.1845,-4.2542,12.005,28.775,4.7345,-12.999,-18.112,-20.15,31.311,2.2314,-47.341,74.27,-32.198,-162.41,202.33,-11.194,-414.13,1107.5,2492.9,1035.9,-425.25,23.731,189.73,-161.89,46.594,142.09,-43.967,-8.0747,23.871,-22.343,15.266,25.47,-17.477,-26.381,-0.81909,14.098,6
16.599,14.36,-2.932,-3.0697,-4.5471,-14.765,-9.9471,-1.1435,5.8177,-7.7448,-30.668,-10.965,17.018,11.548,-1.9925,-14.633,-11.995,26.318,39.603,-3.6125,-20.871,15.588,29.737,7.5702,5.3568,3.0751,-10.854,5.2365,17.957,8.7322,33.293,21.23,0.37674,91.427,79.37,-19.29,6
-9.6837,-6.5189,-29.409,-32.307,23.933,30.37,22.948,7.6978,4.9454,6.3698,-19.841,10.17,-6.9894,-27.613,-0.57179,-17.295,-18.439,20.888,24.775,-4.605,-10.199,-4.8796,-7.3154,19.286,30.727,-26.487,19.602,-70.712,-49.825,170.72,250.27,168.45,372.6,876.66,32.079,39.967,6
5.3251,-0.8894,-4.5685,-2.3903,-44.755,76.436,-144.75,248.44,-400.89,628.17,-979.88,1587.4,-3021.1,10762,31424,7277.9,5332.6,1498.5,1551.4,57.037,417.91,104.03,192.76,71.674,-1.6409,-7.9992,-7.0326,-9.5131,-4.2457,-0.8276,3.6753,1.2958,-2.4732,-3.1543,1.076,0.63169,6
14.516,-0.61861,-15.789,-29.91,-18.868,6.3004,11.771,9.3567,-16.162,-12.071,22.497,8.7498,3.1272,-7.7326,-42.268,26.985,-12.837,44.486,-63.024,124.03,-165.73,286.52,-148.2,384.35,3322.5,722.38,95.125,222.07,-199.58,132.48,-98.839,82.452,-36.266,-11.06,-3.0081,-7.4115,6
-16.972,-22.601,10.337,26.659,4.5261,-8.2135,1.2415,0.68073,2.0917,36.852,32.614,-14.556,17.344,84.402,109.94,139.79,150.47,129.73,98.555,98.549,87.516,32.412,8.0252,-3.2614,1.7947,14.039,-18.378,-23.39,7.4695,-3.5943,-14.243,-5.0378,-0.34349,-3.3413,-16.17,-14.104,6
-79.113,-60.045,-31.156,-46.18,-83.762,-88.323,-60.478,-47.619,-66.213,-85.652,-86.207,-86.221,-100.58,-107.91,-85.472,-53.756,-52.719,-79.83,-87.984,-59.273,-43.647,-80.841,-117.53,-80.911,-10.276,-7.2409,-67.548,-93.826,-68.415,-64.93,-96.054,-103.3,-86.791,-93.744,-103.92,-63.377,6
20.181,0.86544,-11.604,18.384,34.877,65.774,172.2,224.94,195.73,324.12,345.09,59.473,-41.616,10.033,-10.704,1.2151,-4.3279,-6.8798,7.6549,1.1656,6.9397,13.528,-4.7936,-17.886,7.8813,10.109,-19.065,-2.4868,23.554,4.6268,-8.1412,-6.6618,-17.307,-14.528,-7.4786,-7.5584,6
-12.663,-13.266,-1.5115,7.0921,6.0941,-6.3995,-19.003,-10.702,-2.1398,-17.548,-5.4719,23.651,-34.582,-79.003,52.806,102.34,-117.43,-53.244,626.4,1124.8,793.77,222.16,55.964,64.564,-20.81,-46.923,7.864,5.7991,-11.757,4.5644,-9.5141,-30.641,-0.94363,20.05,-6.2967,-19.104,6
120.13,102.05,55.551,73.468,104.6,112.71,113.58,130.82,142.66,107.83,128.16,311.57,487.84,425.87,365.59,588.52,699.92,631.46,797.29,854.61,842.85,982.78,715.14,947.78,2225.9,2924.4,3113.2,4090.6,4616.4,4533.5,7630.1,12365,13145,14986,18995,12354,6
-51.748,-75.103,-151.33,-142.86,-165.42,-69.832,-130.6,-161.73,-129.06,-156.09,-118.45,-149.62,-155.16,-174.41,-158.75,-143.17,-165.96,-162.16,-173.98,-146.85,-132.09,-79.86,-169.86,-136.11,-131.99,-139.78,-161.21,-161.61,-189.63,-206.97,-155.5,-181.12,-137.48,-115.65,-114.58,-138.28,6
-6.4812,-11.873,-9.872,-11.917,-11.47,-15.273,-9.054,-6.6643,-12.423,-7.5825,-11.896,-11.08,-4.3199,-8.9968,-10.774,-12.8,-7.3387,-10.408,-9.5935,-9.8603,-7.8827,-10.922,-10.135,-10.365,-10.846,-15.598,-9.828,-10.691,-7.0622,-9.7407,-13.763,-13.755,-8.6483,-10.04,-14.976,-13.998,6
-69.436,-134.32,-111.98,-107.98,-139.61,-131.49,-105.18,-98.735,-112.11,-119.93,-107.22,-99.072,-122.24,-107.65,-79.058,-108.62,-112.43,-88.229,-98.53,-112.15,-113.68,-85.493,-105.55,-85.965,-85.242,-116.78,-76.022,-99.039,-100.36,-91.11,-104.83,-90.739,-63.699,-67.43,-119.19,-92.133,6
755.02,968.94,983.66,2334.5,2143.2,3228.8,4016.6,3095.6,13165,25873,29734,29498,29622,33534,35487,31448,25912,19287,17875,18746,7680.8,354.98,2132.2,1051.3,1104,1022.8,16.002,-176.01,-529.81,-431.14,-495.38,-1390.4,-1708.2,-1453.1,-1967.8,-1450.7,6
-1495.8,-1638.7,-1667.2,-1822.3,-1752.3,-1850.7,-1868.3,-1925.3,-1940.9,-1928.2,-1918.4,-1901,-1912.2,-1927.6,-1949.8,-1930.1,-1931.5,-1944.4,-1952.5,-1952.6,-1952.9,-1900.8,-1926.5,-1959.7,-1910.3,-1936.9,-1957.4,-1904.7,-1937,-1931.8,-1953.3,-1887.7,-1977.1,-1861.9,-2013.4,-1873.8,6
-9.4223,45.004,-42.677,131.58,300.53,391.78,1070.8,753.45,543.83,3089,3484.5,223.05,-547.43,362.7,-85.876,-96.301,147.37,-58.376,14.695,31.428,-40.498,22.171,22.301,8.7462,2.6431,-3.5423,22.184,40.1,6.4236,-26.405,-11.258,8.1438,7.5868,3.6807,-7.126,-11.042,6
-21.125,-56.085,30.935,18.591,-11.333,-44.733,-59.478,-25.524,21.259,48.229,-14.371,-22.206,10.398,51.481,-12.82,51.09,109.31,182.57,643.24,2266.2,1638.9,-269.85,63.203,-15.17,3.5838,-10.137,-66.664,26.823,-13.898,-3.6866,0.3873,-11.376,1.0894,3.1833,18.258,4.6003,6
16.023,-25.287,15.644,0.49826,32.83,39.334,-28.51,37.514,13.715,50.708,113.26,82.963,211.64,143.3,536.48,614,1288.3,1062.9,2459.2,3879.3,3520.9,1311.5,-195.44,254,-20.691,104.19,51.001,58.58,51.53,89.97,-12.695,40.27,2.3506,1.5047,24.569,54.554,6
-6.9702,-11.204,-7.9805,1.3035,9.2497,14.059,17.3,13.946,2.124,-5.484,1.033,11.487,9.371,-5.6553,-20.643,-22.481,-8.0463,8.6388,12.812,1.8562,-13.618,-0.59881,42.24,35.779,-38.186,-45.331,46.595,70.859,35.242,125.69,205.44,50.884,37.764,560.4,1030.9,698.58,6
-6.8117,24.098,15.348,-21.917,-4.9043,-3.2866,-46.374,-27.662,9.491,-12.005,-3.7461,5.403,-12.976,-55.849,9.5598,80.904,-94.657,111.49,1.8231,43.488,662.48,135.24,6073.9,21080,24532,9258.5,-1462.2,-4.4223,438.14,-377.31,269.44,-96.168,-64.872,121.08,-62.463,41.355,6
-21.339,-1.4509,17.055,-7.4857,-26.936,-7.4052,6.1673,3.5428,3.1882,-4.8199,0.90011,13.486,1.5677,3.8936,21.672,24.207,18.052,-13.856,-11.11,120.97,268.77,290.48,284.72,303.7,211.55,64.461,9.6965,-15.106,-27.996,-0.67867,-3.9165,-11.557,13.085,9.0675,-12.793,-10.06,6
-3.0872,13.12,-4.847,-0.24651,31.067,27.471,58.575,89.886,93.545,74.013,7.704,9.3168,7.1677,24.789,24.244,-17.486,8.2458,16.534,15.654,13.187,-22.615,-21.534,4.315,7.4416,1.5706,-14.501,5.0965,37.002,10.171,-4.9958,16.389,9.0638,-12.94,-14.679,-15.418,-13.354,6
-4.5491,-28.581,-42.796,-25.474,-6.5117,-22.481,-46.104,-38.722,-13.796,24.046,-0.080464,-42.845,27.854,-12.709,-60.012,146.82,47.986,25.282,911.74,1240.3,310.25,-110.77,113.78,3.5516,-50.006,66.5,8.3458,-15.414,30.889,11.248,-5.6354,1.8032,11.924,10.923,-6.0333,-8.116,6
28.344,25.809,17.645,-24.64,-117.05,-34.897,75.188,-22.642,-23.656,7.3706,-23.245,28.058,11.535,-34.569,-3.6545,-2.7688,-10.205,45.183,97.369,121.57,48.482,-59.406,-93.459,83.378,-30.832,-116.45,231.47,-300.17,814.04,-192.9,617.06,7021.9,7130.5,17036,38326,27367,6
-4.0694,-14.924,20.122,-10.569,143.98,300.93,295.37,403.3,361.3,423.79,501.28,470.03,1914.6,3686.6,5189.3,4685.5,3647.6,3379.7,1072.1,76.491,123.79,25.305,74.617,3.3493,75.469,46.009,15.59,27.645,12.868,-28.227,23.1,30.529,-18.625,7.3771,12.055,-12.667,6
-1.7646,17.907,-3.1733,2.7197,1.2989,-17.585,-45.891,-24.755,-14.283,-26.362,-18.514,-35.63,23.644,19.826,6.8644,20.986,12.627,-16.715,-2.4427,2.7206,-22.882,-3.8586,16.257,17.971,43.058,221.01,367.12,207.6,69.569,10.063,8.7757,7.8217,-10.445,2.9887,-8.9225,30.198,6
193.74,294.72,315.31,373.11,402.75,458.06,535.46,587,673.4,747.16,876.06,861.56,1090,875.92,222.12,286.66,187.87,209.47,152.39,128.32,108.17,107.7,101.45,77.591,13.427,6.9595,10.567,8.8553,10.148,8.2207,7.1858,8.1544,4.5193,9.6449,5.3462,7.6513,6
51.022,120.84,80.157,266.68,995.03,900.07,1056.3,1211.9,1322.5,1707.3,1796.1,2102.6,2229.5,2833.1,3352,2909.9,7494.1,10172,11457,14072,14012,15781,17444,20101,23944,26244,29618,37083,21515,8622.8,12548,10110,10847,9477.1,8281.5,6258.4,6
-206.15,-240.07,-219.57,-200.65,-207.72,-213.75,-194.88,-171.1,-178.5,-216.65,-244.69,-234.76,-209.83,-212.74,-243.12,-258.17,-235.35,-202.27,-190.42,-192.74,-189.79,-186.6,-192.97,-195.52,-182.89,-178.13,-200.07,-217.92,-190.39,-142.41,-144.58,-211.46,-268.5,-241.7,-143.8,-47.151,6
-0.76814,-1.5374,0.53217,-4.3426,1.0866,10.086,-1.9165,-1.3371,-3.4459,7.783,-13.412,92.776,124.56,85.775,79.088,59.521,49.637,29.375,28.357,16.781,15.464,9.6396,4.4037,4.2372,-2.2613,1.3782,3.016,4.7982,-0.31578,-2.0147,-0.37388,-0.48971,-0.1708,1.22,4.7165,-0.5028,15
8.2285,4.2995,-8.6246,12.166,5.3766,5.6145,39.927,17.335,17.508,29.311,5.9553,1.0472,9.5201,15.758,-18.808,-18.769,-2.5065,-13.107,-8.3418,17.332,-14.715,-22.727,-4.7652,0.20021,11.641,7.4434,1.3655,-10.651,7.8886,2.1571,16.926,2.4363,-6.9601,1.6128,6.6481,1.658,15
20.875,-9.6082,-34.366,-17.378,8.6569,10.267,-0.21414,-2.683,6.6887,16.797,6.2269,-14.916,-13.36,1.1689,5.246,8.869,2.8059,-16.043,-0.12328,16.907,-40.408,-41.563,156.33,348.58,296.56,135.63,68.552,51.73,16.919,3.9733,14.374,8.932,-2.9271,0.40847,8.6056,7.1598,15
-1.0567,0.069304,9.6114,7.8101,-0.81923,4.8322,-2.1588,-26.583,-23.503,0.58467,9.054,14.819,26.206,17.627,-5.2825,-5.6449,8.9566,8.018,9.6323,4.5064,-23.635,-10.329,9.7718,-22.806,36.097,198.22,245.05,186.53,186.51,194.4,134.73,88.19,58.918,0.89838,-20.988,-1.3258,15
22.706,34.5,-11.825,-16.844,10.948,-13.2,-9.9868,61.211,130.56,103.86,30.504,35.727,45.769,-5.3748,-24.204,2.1745,6.8041,-1.7562,-4.23,-0.12907,26.962,17.122,-32.898,-9.5287,23.165,-7.7585,-10.334,5.9943,3.4707,19.496,20.257,2.3813,15.939,18.721,6.0563,5.9466,15
5.2308,5.6691,5.1198,-8.6451,-12.132,26.624,45.32,2.4114,-18.995,7.4,11.548,-3.5605,1.1505,4.5403,-3.7009,-2.9112,-2.3553,-13.97,-13.55,2.0249,2.7421,1.0012,19.652,22.972,-3.0742,-14.372,-0.13315,13.303,13.631,2.7026,-4.4727,1.1819,7.2021,11.584,17.795,12.789,15
