@relation LSST_TRAIN_channel_3

@attribute channel_3_0 numeric
@attribute channel_3_1 numeric
@attribute channel_3_2 numeric
@attribute channel_3_3 numeric
@attribute channel_3_4 numeric
@attribute channel_3_5 numeric
@attribute channel_3_6 numeric
@attribute channel_3_7 numeric
@attribute channel_3_8 numeric
@attribute channel_3_9 numeric
@attribute channel_3_10 numeric
@attribute channel_3_11 numeric
@attribute channel_3_12 numeric
@attribute channel_3_13 numeric
@attribute channel_3_14 numeric
@attribute channel_3_15 numeric
@attribute channel_3_16 numeric
@attribute channel_3_17 numeric
@attribute channel_3_18 numeric
@attribute channel_3_19 numeric
@attribute channel_3_20 numeric
@attribute channel_3_21 numeric
@attribute channel_3_22 numeric
@attribute channel_3_23 numeric
@attribute channel_3_24 numeric
@attribute channel_3_25 numeric
@attribute channel_3_26 numeric
@attribute channel_3_27 numeric
@attribute channel_3_28 numeric
@attribute channel_3_29 numeric
@attribute channel_3_30 numeric
@attribute channel_3_31 numeric
@attribute channel_3_32 numeric
@attribute channel_3_33 numeric
@attribute channel_3_34 numeric
@attribute channel_3_35 numeric
@attribute target {6,15,16,42,52,53,62,64,65,67,88,90,92,95}

@data
-19.706,5.039,-0.47503,-45.606,-59.151,-15.372,18.384,1.6364,-19.377,-1.1767,35.964,52.52,36.865,4.8872,-18.111,-18.852,-7.3317,-5.7028,-12.582,-12.777,-12.723,-10.664,7.7431,12.695,-11.81,-0.95962,32.724,-18.783,-61.25,64.825,109.5,-142.25,-133.87,597.87,1246,859.27,6
-3.8171,-19.575,16.036,48.304,6.724,13.514,207.57,424.58,399.11,188.66,52.185,43.984,39.563,7.1549,-1.7714,6.4538,1.6505,-4.8454,-1.5623,0.70502,-0.009969,1.2049,0.21126,-3.3535,-2.8887,0.48992,-0.13096,-3.5155,-6.139,-6.2141,-5.0249,-2.5857,0.43744,1.6565,0.67957,-0.19564,6
34.806,2396.5,3308.4,1368.3,-560.55,-365.86,361.08,114.83,-234.95,-0.3013,162.09,-9.9394,-67.014,27.857,21.739,-18.295,16.825,34.174,-0.90484,-20.586,-17.252,-11.269,-0.8584,5.3928,0.93915,-9.3505,-9.5257,5.8565,15.426,0.30749,-17.998,-7.4182,16.83,15.335,-6.8815,-12.885,6
-4.5047,1.7898,0.24059,-4.2589,3.8223,8.9839,-2.1932,-12.589,-15.298,-17.666,-14.066,-3.9921,1.6871,0.1674,-8.3868,-15.986,-8.0419,3.0906,0.36726,0.87911,7.4768,-3.2689,-16.18,-5.4195,6.2477,1.7844,3.109,13.258,11.573,-0.87128,-7.1778,-3.3398,2.1966,2.8355,0.58592,-0.31232,6
-4.3281,3.4754,16.364,25.069,22.618,11.882,2.4813,-0.28712,-0.66274,-4.6986,-10.992,-14.363,-13.918,-9.8218,-4.1012,1.2866,8.4238,17.943,17.662,-3.1684,-23.493,-10.839,15.32,-1.9584,-50.47,-40.225,36.745,45.704,-70.505,-115.21,119.97,485.79,589.09,307.83,-38.676,-122.61,6
-3.435,-0.16618,4.5239,6.0924,4.067,3.7529,8.5149,11.85,3.9507,-12.008,-18.704,-6.4868,11.057,15.821,17.972,54.136,141.87,242.19,282.36,224.14,105.4,6.6796,-23.598,-4.4344,14.907,12.124,1.9654,1.5236,6.5752,5.1029,-2.5165,-6.7245,-3.947,0.64793,2.2303,1.2063,6
13.486,3.8606,-7.5914,-4.1388,3.6354,0.25797,-8.4296,-10.713,-8.259,-4.3464,4.9072,14.643,12.053,-0.33692,-10.119,-16.159,-18.517,-11.199,-1.5347,-4.2442,-12.91,-10.123,2.1213,7.2021,-0.36197,-8.6394,-5.8887,2.4616,3.1515,-2.6197,-4.3861,-3.1679,-4.3456,-3.2371,2.1185,3.5563,6
4.3012,4.2991,12.347,25.847,28.535,14.684,1.2039,4.7447,16.048,12.997,-2.2417,-4.2702,12.713,20.481,3.0147,-16.301,-9.1648,14.809,20.474,0.3328,-8.4026,12.604,15.286,-26.878,-30.209,71.586,175.35,172.56,175.05,319.81,457.08,353.81,104.17,-8.1945,44.297,63.959,6
6.7817,2.7364,-3.373,1.2829,-36.878,73.875,-131.57,221.41,-365.5,578.81,-905.53,1474.7,-2799.2,9971.3,29121,6821.9,4948.9,1343,1434.8,45.083,391.18,97.26,178.33,65.792,-4.9773,-4.1422,-1.0918,1.2018,7.9019,-1.1983,-5.9248,-3.3366,-4.2762,3.0961,3.2109,-2.5655,6
-0.50599,-6.4726,-5.6201,0.19372,0.85955,0.58602,2.0301,0.17845,7.1904,27.982,30.035,0.79465,-18.12,-4.0557,11.423,6.737,0.39828,7.6192,18.105,20,16.673,16.204,18.742,20.002,18.457,14.353,8.9071,5.51,4.0716,-1.8602,-11.206,-10.718,2.0672,9.8627,4.4935,-1.1609,6
