@relation LSST_TRAIN_channel_1

@attribute channel_1_0 numeric
@attribute channel_1_1 numeric
@attribute channel_1_2 numeric
@attribute channel_1_3 numeric
@attribute channel_1_4 numeric
@attribute channel_1_5 numeric
@attribute channel_1_6 numeric
@attribute channel_1_7 numeric
@attribute channel_1_8 numeric
@attribute channel_1_9 numeric
@attribute channel_1_10 numeric
@attribute channel_1_11 numeric
@attribute channel_1_12 numeric
@attribute channel_1_13 numeric
@attribute channel_1_14 numeric
@attribute channel_1_15 numeric
@attribute channel_1_16 numeric
@attribute channel_1_17 numeric
@attribute channel_1_18 numeric
@attribute channel_1_19 numeric
@attribute channel_1_20 numeric
@attribute channel_1_21 numeric
@attribute channel_1_22 numeric
@attribute channel_1_23 numeric
@attribute channel_1_24 numeric
@attribute channel_1_25 numeric
@attribute channel_1_26 numeric
@attribute channel_1_27 numeric
@attribute channel_1_28 numeric
@attribute channel_1_29 numeric
@attribute channel_1_30 numeric
@attribute channel_1_31 numeric
@attribute channel_1_32 numeric
@attribute channel_1_33 numeric
@attribute channel_1_34 numeric
@attribute channel_1_35 numeric
@attribute target {6,15,16,42,52,53,62,64,65,67,88,90,92,95}

@data
8.1713,-5.8956,-21.296,-29.565,-25.855,-12.052,4.3008,14.598,14.387,6.0219,-2.9042,-4.5803,3.4607,15.837,22.125,14.07,-7.1375,-29.114,-34.959,-15.402,21.772,53.311,54.744,19.398,-31.246,-55.44,-15.065,98.661,254.82,395.92,467.47,445.85,348.02,218.49,103.78,30.689,6
-0.56039,23.989,50.281,65.295,61.24,40.489,13.964,-5.8587,-12.361,-7.6322,0.67294,5.4932,4.8157,1.5781,-0.031722,1.6262,4.7412,6.2498,4.7849,1.7482,-0.18637,0.45007,2.7195,4.2793,3.5288,0.94743,-1.468,-2.0431,-0.87279,0.33811,-0.18603,-2.7381,-5.8461,-7.4233,-6.3568,-3.2769,6
701.29,1255.9,1700.5,1817.3,1522.7,928.93,287.32,-152.78,-278.65,-156.36,38.971,147.65,117.03,6.0166,-84.568,-93.608,-34.328,32.552,54.363,23.689,-26.33,-55.781,-48.932,-19.752,6.0331,12.924,3.9807,-7.1247,-9.6519,-2.9054,6.57,12.313,12.534,9.1987,5.1979,2.2734,6
-1.9484,-3.2349,-2.8423,-0.049313,3.9865,6.7158,6.0974,2.3155,-2.2525,-4.882,-4.5113,-2.2274,-0.015773,0.88494,0.5853,-0.09198,-0.52744,-0.60031,-0.40791,-0.048484,0.25311,0.066402,-0.8859,-2.2315,-3.0355,-2.6425,-1.4686,-0.75806,-1.342,-2.6249,-2.969,-1.2645,1.8267,4.2786,4.4343,2.4419,6
5.3633,6.0689,5.9777,5.2241,4.2558,3.7071,4.0645,5.2646,6.5274,6.6925,5.001,1.8494,-1.1282,-1.9514,0.25576,4.2726,7.1869,6.2654,1.1827,-5.0731,-7.6713,-3.2226,7.2361,17.92,21.505,14.274,-0.12464,-11.285,-7.4487,17.105,57.203,97.903,121.55,116.97,85.54,40.516,6
0.90965,-2.0553,-3.8041,-2.7678,1.181,6.3103,9.7029,8.8322,3.2676,-4.4817,-9.6382,-7.2377,5.2897,26.34,50.177,68.971,75.982,68.453,48.816,23.657,0.93089,-13.251,-16.798,-11.885,-3.3582,3.7748,6.4918,4.6228,0.24434,-3.8458,-5.6659,-4.8447,-2.4294,-0.012987,1.2236,1.0322,6
-4.0753,-4.5973,-4.3942,-3.2979,-1.4529,0.61559,2.1947,2.8065,2.6209,2.5207,3.6265,6.441,10.129,12.535,11.198,4.9976,-4.5203,-13.155,-15.828,-9.4991,4.3387,19.261,26.427,19.223,-2.2061,-29.164,-46.935,-41.071,-4.7135,56.679,125.94,180.4,201.09,180.83,127.27,59.539,6
11.747,8.8624,2.8222,-3.0632,-5.7403,-4.3812,-0.89161,1.4425,0.43391,-3.0434,-5.264,-2.3881,6.0278,15.76,20.655,17.734,10.268,5.3922,7.5406,13.519,14.582,4.8705,-10.984,-18.891,-5.778,28.487,68.22,91.631,86.025,56.48,21.259,-1.7924,-6.7046,-0.4473,5.5691,5.0808,6
2.0536,-0.45084,2.1614,-0.71444,-18.743,28.497,-62.905,105.99,-167.21,266.01,-407.26,663.08,-1261,4498.3,13115,3032.7,2232.3,607.06,648.3,22.223,176.33,41.504,80.005,31.423,-0.44889,-5.8913,1.0188,-1.0575,3.8886,-2.8129,-3.1675,0.14799,-4.4619,-2.9944,-2.5753,1.6745,6
-10.532,-8.0923,-2.9533,1.0435,2.2795,2.2396,2.7307,3.4085,2.814,1.0461,-0.12218,-0.061715,-0.70236,-3.6719,-6.6115,-4.5047,4.1216,13.52,15.345,7.499,-2.956,-6.8409,-2.2592,4.2237,5.5757,1.8481,-1.1632,0.38404,4.0194,4.6513,0.97689,-3.2224,-3.8489,-1.0341,1.6801,1.7446,6
